dbn,school_name,Borough,grade_span,Latitude,Longitude,Total.Tested_Common.Core.Algebra,Mean.Score_Common.Core.Algebra,Percent.Students.Took.The.Test.For.CCAlgebra,Total.Tested_Common.Core.Algebra2,Mean.Score_Common.Core.Algebra2,Percent.Students.Took.The.Test.For.CCAlgebra2,Total.Tested_Common.Core.Geometry,Mean.Score_Common.Core.Geometry,Percent.Students.Took.The.Test.For.CCGeometry,Total.Tested_Living.Environment,Mean.Score_Living.Environment,Percent.Students.Took.The.Test.For.LE,Total.Tested_Physical.Settings.Earth.Science,Mean.Score_Physical.Settings.Earth.Science,Percent.Students.Took.The.Test.For.ES,Total.Tested_Physical.Settings.Chemistry,Mean.Score_Physical.Settings.Chemistry,Percent.Students.Took.The.Test.For.Chemistry,Total.Tested_Physical.Settings.Physics,Mean.Score_Physical.Settings.Physics,Percent.Students.Took.The.Test.For.Physics,Mbps.Bandwidth,Full.Time.Certified.STEM.Teachers,Part.Time.Certified.STEM.Teachers,Ratio.of.Full.Time.Licensed.STEM.Teachers.to.Students,Number.of.CS.Courses,Number.of.AP.CS.Courses,number.of.Full.CS.Courses,number.of.Partial.CS.Courses,Total.Teacher.Response.Rate,Percent.of.STEMTeachers.That.Agree.With.17a,Percent.of.STEMTeachers.That.Agree.With.17b,Percent.of.STEMTeachers.That.Agree.With.17c,K.12.Enrollment_2017.18,K.12.FRPL.Count_2017.18,Classroom.Teachers.w..0.3.Years.Experience_2017.18,Classroom.Teachers.w..More.than.3.Years.Experience_2017.18,Classroom.Teachers_2017.18,Total.School.Funding.per.Pupil_2017.18,School_Type,Percent.Poverty,STEM_AP_Courses_Offered,club_number
03M403,The Global Learning Collaborative,MANHATTAN,9 to 12,40.785803,-73.974614,147,61.7,0.337155963,70,59.2,0.160550459,22,59.1,0.050458716,107,63.2,0.245412844,52,63.9,0.119266055,26,66.7,0.059633028,NA,NA,NA,100,8,0,0.018348624,4,1,4,0,0.88,1,1,1,436,355,10,22,2749978,22379.59,High School,0.828,1,0
03M415,Wadleigh Secondary School for the Performing & Visual Arts,MANHATTAN,6 to 12,40.802207,-73.954142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7,0,0.025179856,NA,NA,NA,NA,0.94,0.9,0.9,0.9,278,225,7.3,25,2631599,34546.96,High School,0.824,0,0
03M417,Frank McCourt High School,MANHATTAN,9 to 12,40.785803,-73.974614,123,68.5,0.299270073,7,72.4,0.01703163,27,66.2,0.065693431,111,72.2,0.270072993,NA,NA,NA,39,68.5,0.094890511,NA,NA,NA,100,9,0,0.02189781,NA,NA,NA,NA,1,1,1,1,411,226,6,20,2235576,18570.22,High School,0.555,0,NA
03M479,Beacon High School,MANHATTAN,9 to 12,40.761452,-73.995802,2,NA,0.001449275,1,NA,0.000724638,1,NA,0.000724638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,21,0,0.015217391,NA,NA,NA,NA,0.91,1,1,1,1380,341,4.5,61,6397304,16067.92,High School,0.257,3,0
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,MANHATTAN,9 to 12,40.773629,-73.985273,406,83.3,0.144535422,683,79,0.243147027,703,81.5,0.250266999,490,86.4,0.174439302,152,81.9,0.054111784,764,72.8,0.271982912,483,77.1,0.171947312,100,36,0,0.012815949,2,1,2,0,0.74,0.77,0.77,0.77,2809,806,19.7,122,13822463,17444.03,High School,0.296,8,1
03M492,"High School for Law, Advocacy and Community Justice",MANHATTAN,9 to 12,40.774351,-73.984753,134,65.8,0.287553648,169,58.2,0.362660944,19,60.9,0.040772532,123,64.2,0.263948498,98,60.1,0.210300429,41,54.2,0.087982833,NA,NA,NA,200,10,1,0.021459227,1,1,1,0,1,0.92,1,1,466,412,7.2,28,2974151,23503.19,High School,0.893,1,1
03M494,High School of Arts and Technology,MANHATTAN,9 to 12,40.774351,-73.984753,214,56.3,0.424603175,8,62.8,0.015873016,98,50,0.194444444,206,62.7,0.408730159,64,63.6,0.126984127,14,44.5,0.027777778,NA,NA,NA,200,11,1,0.021825397,NA,NA,NA,NA,0.97,0.82,0.73,0.73,504,423,8.2,27,3094920,24342.2,High School,0.861,1,1
03M541,Manhattan / Hunter Science High School,MANHATTAN,9 to 12,40.774351,-73.984753,44,80.3,0.099547511,89,82.8,0.201357466,125,84.3,0.28280543,62,86.6,0.140271493,NA,NA,NA,92,79.7,0.208144796,77,73.9,0.174208145,200,9,0,0.020361991,1,1,1,0,0.88,1,1,1,442,269,5.5,19,2175511,18552.05,High School,0.615,0,3
03M859,Special Music School,MANHATTAN,K to 12,40.774351,-73.984753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0.01910828,NA,NA,NA,NA,0.83,1,1,1,314,64,10.2,14,2125729,20841.24,High School,0.217,0,0
03M860,Frederick Douglass Academy II Secondary School,MANHATTAN,6 to 12,40.802207,-73.954142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,9,0,0.025423729,1,0,0,1,0.85,0.57,0.43,0.57,354,284,21,8,2177941,23455.49,High School,0.831,1,1
04M372,Esperanza Preparatory Academy,MANHATTAN,6 to 12,40.79307,-73.942303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,12,0,0.021466905,NA,NA,NA,NA,0.84,0.83,0.75,0.83,559,506,20,32,4021860,27581.15,High School,0.927,0,0
04M409,Coalition School for Social Change,MANHATTAN,9 to 12,40.79926,-73.93374,54,56.5,NA,NA,NA,NA,10,42.8,NA,40,60.4,NA,15,58.2,NA,NA,NA,NA,NA,NA,NA,100,3,0,0.024793388,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,High School,NA,0,0
04M435,Manhattan Center for Science and Mathematics,MANHATTAN,9 to 12,40.793856,-73.934028,416,77.5,0.256,387,82.8,0.238153846,428,77,0.263384615,293,83.7,0.180307692,159,75.8,0.097846154,359,78.6,0.220923077,235,81.1,0.144615385,200,28,0,0.017230769,3,1,1,2,0.91,0.93,0.93,0.9,1625,1377,32,50,7362010,18043.14,High School,0.857,8,3
04M495,Park East High School,MANHATTAN,9 to 12,40.790543,-73.944356,105,74.4,0.25862069,62,68.8,0.15270936,113,59.7,0.278325123,89,77.3,0.219211823,116,71.7,0.285714286,55,63.2,0.13546798,NA,NA,NA,100,10,0,0.024630542,NA,NA,NA,NA,0.94,0.92,0.92,0.92,406,340,6,24,2709652,21873.68,High School,0.847,2,0
04M555,Central Park East High School,MANHATTAN,9 to 12,40.793763,-73.949381,86,77.8,0.173387097,91,76.2,0.183467742,140,75.5,0.282258065,107,80.2,0.215725806,75,82,0.151209677,92,72.2,0.185483871,70,67.9,0.141129032,100,11,0,0.022177419,4,0,2,2,0.94,1,1,1,496,411,6,26,2497046,21264.24,High School,0.837,3,0
04M610,Young Women's Leadership School (TYWLS),MANHATTAN,6 to 12,40.792741,-73.947428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,0,0.020790021,NA,NA,NA,NA,0.97,1,1,1,481,384,7,25,2638783,19522.81,High School,0.811,2,NA
04M680,"Heritage School, The",MANHATTAN,9 to 12,40.791881,-73.946558,185,63.2,0.629251701,3,NA,0.010204082,33,50.8,0.112244898,29,65.9,0.098639456,104,62.9,0.353741497,27,60.9,0.091836735,16,57.3,0.054421769,100,7,0,0.023809524,NA,NA,NA,NA,0.88,0.89,0.89,1,294,271,2,20,1839464,23147.61,High School,0.935,1,1
05M148,Eagle Academy for Young Men of Harlem,MANHATTAN,6 to 11,40.817372,-73.947712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7,0,0.022012579,NA,NA,NA,NA,0.33,0.8,0.8,0.8,318,242,12,16,2604385,22984.65,High School,0.78,0,0
05M157,The Urban Assembly School for Global Commerce,MANHATTAN,9 to 12,40.807383,-73.939433,85,55.4,0.352697095,1,NA,0.004149378,25,50.3,0.10373444,87,59.9,0.360995851,20,64.2,0.082987552,NA,NA,NA,NA,NA,NA,100,7,0,0.029045643,NA,NA,NA,NA,0.78,0.89,0.78,0.78,241,195,12,10,1545117,25095.64,High School,0.826,0,2
05M304,Mott Hall High School,MANHATTAN,9 to 12,40.817372,-73.947712,147,56.7,0.494949495,12,69,0.04040404,29,50.6,0.097643098,82,51.5,0.276094276,42,49.4,0.141414141,16,50.9,0.053872054,NA,NA,NA,100,5,0,0.016835017,NA,NA,NA,NA,0.95,1,1,1,297,275,6,11,1620572,24035.48,High School,0.936,0,0
05M362,Columbia Secondary School,MANHATTAN,6 to 12,40.810431,-73.955809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,15,0,0.021367521,2,1,2,0,0.42,1,1,1,702,376,11,38,4013669,19327.08,High School,0.55,0,4
05M367,Academy for Social Action,MANHATTAN,9 to 12,40.81574,-73.95552,38,54.3,NA,10,55.1,NA,NA,NA,NA,7,57.7,NA,37,48.4,NA,NA,NA,NA,NA,NA,NA,100,3,0,0.032258065,NA,NA,NA,NA,1,1,0.8,1,NA,NA,NA,NA,NA,NA,High School,NA,0,0
05M369,Urban Assembly School for the Performing Arts,MANHATTAN,9 to 12,40.815256,-73.955325,163,55.8,0.457865169,16,45.2,0.04494382,42,48.9,0.117977528,137,56.6,0.384831461,53,56.1,0.148876404,NA,NA,NA,NA,NA,NA,100,5,0,0.014044944,NA,NA,NA,NA,0.93,1,1,1,356,321,9,15,2133005,21225.23,High School,0.91,0,0
05M499,Frederick Douglass Academy,MANHATTAN,6 to 12,40.824319,-73.93712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,26,0,0.019089574,1,1,1,0,0.46,0.74,0.8,0.79,1362,1036,4,78,7915049,19400.62,High School,0.776,2,NA
05M670,Thurgood Marshall Academy for Learning and Social Change,MANHATTAN,7 to 12,40.815509,-73.944202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,13,0,0.023765996,NA,NA,NA,NA,0.54,0.8,1,1,547,403,5,33,3722202,21571.04,High School,0.755,1,NA
05M692,"High School for Mathematics, Science and Engineering at City College (HSMSE)",MANHATTAN,9 to 12,40.82074,-73.949097,105,89.7,0.21,138,87.8,0.276,171,85.4,0.342,112,88.9,0.224,NA,NA,NA,148,86.4,0.296,98,85.4,0.196,100,14,0,0.028,1,1,1,0,0.94,0.86,0.86,0.93,500,213,1,29,2971595,21252.91,High School,0.454,5,4
06M211,Inwood Early College for Health and Information Technologies,MANHATTAN,9 to 13 (This school is expanding to serve grades 9 to 14),40.866053,-73.924835,87,62.7,0.231382979,21,63.9,0.055851064,33,63,0.087765957,80,69.1,0.212765957,95,61.9,0.252659574,36,55.8,0.095744681,NA,NA,NA,100,9,0,0.02393617,NA,NA,NA,NA,0.85,NA,NA,NA,376,358,8,20,2735090,23921.92,High School,0.95,0,1
06M293,City College Academy of the Arts,MANHATTAN,6 to 12,40.86079,-73.930672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,13,0,0.021594684,2,0,2,0,0.44,1,0.86,0.86,602,497,10,28,3374400,19520.5,High School,0.834,0,NA
06M346,Community Health Academy of the Heights,MANHATTAN,6 to 12,40.833687,-73.942072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,13,0,0.018492176,NA,NA,NA,NA,1,1,1,1,703,654,12,41,4108848,21182.14,High School,0.933,1,NA
06M348,Washington Heights Expeditionary Learning School (WHEELS),MANHATTAN,4 to 12,40.848908,-73.930948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,14,0,0.017177914,1,0,0,1,0.72,1,0.88,0.88,784,615,19,44,5168997,21088.68,High School,0.773,0,NA
06M423,High School for Excellence and Innovation,MANHATTAN,9 to 12,40.866053,-73.924835,62,56.1,0.308457711,NA,NA,NA,2,NA,0.009950249,63,63.7,0.313432836,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5,0,0.024875622,NA,NA,NA,NA,1,1,1,1,201,182,4,15,1739492,30642.61,High School,0.95,0,2
06M462,The College Academy,MANHATTAN,9 to 12,40.855954,-73.927051,214,63.2,0.465217391,41,66.2,0.089130435,103,56,0.223913043,174,57.7,0.37826087,113,61.6,0.245652174,19,49.9,0.041304348,1,NA,0.002173913,200,7,0,0.015217391,NA,NA,NA,NA,0.74,1,1,1,460,440,11,18,2633137,23997.39,High School,0.95,1,0
06M463,High School for Media and Communications,MANHATTAN,9 to 12,40.855954,-73.927051,259,56.6,0.634803922,7,47.3,0.017156863,53,47.3,0.129901961,172,57.2,0.421568627,90,58.6,0.220588235,18,58.8,0.044117647,4,NA,0.009803922,200,6,0,0.014705882,NA,NA,NA,NA,1,1,0.86,0.86,408,371,4,21,2554525,25118.53,High School,0.95,1,0
06M467,High School for Law and Public Service,MANHATTAN,9 to 12,40.855954,-73.927051,225,55.8,0.413602941,37,54.3,0.068014706,127,49,0.233455882,202,55.4,0.371323529,68,58.8,0.125,24,56.5,0.044117647,26,43.8,0.047794118,200,8,0,0.014705882,NA,NA,NA,NA,0.92,1,1,1,544,484,4,33,3170704,25711.29,High School,0.897,1,0
06M468,High School for Health Careers and Sciences,MANHATTAN,9 to 12,40.855954,-73.927051,153,61.2,0.330453564,26,63.5,0.056155508,63,50.1,0.136069114,172,63.1,0.371490281,71,61,0.153347732,2,NA,0.004319654,4,NA,0.008639309,200,13,0,0.028077754,1,0,1,0,0.93,1,0.93,0.93,463,448,9.2,31,3557978,27216.41,High School,0.95,1,0
06M540,A. Philip Randolph Campus High School,MANHATTAN,9 to 12,40.818188,-73.950356,330,72.3,0.24,129,73.4,0.093818182,249,65.3,0.181090909,293,74.1,0.213090909,134,60.2,0.097454545,106,72,0.077090909,24,61,0.017454545,100,28,0,0.020363636,NA,NA,NA,NA,0.93,0.9,0.9,0.9,1375,1178,15,68,7505797,20440.35,High School,0.863,2,0
06M552,Gregorio Luperon High School for Science and Mathematics,MANHATTAN,9 to 12,40.838167,-73.938642,316,61.2,0.603053435,67,60.1,0.127862595,3,NA,0.005725191,220,64,0.419847328,106,68.6,0.202290076,17,65.5,0.032442748,20,66.6,0.038167939,100,11,0,0.020992366,4,2,3,1,0.85,0.88,0.88,0.88,524,472,4,24,3099016,21216.27,High School,0.95,4,3
07X221,South Bronx Preparatory: A College Board School,BRONX    ,6 to 12,40.813983,-73.920782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,13,1,0.019726859,2,0,0,2,1,0.95,0.86,0.95,659,635,18.9,30,3841840,23927,High School,0.95,0,0
07X223,M.S. 223 The Laboratory School of Finance and Technology,BRONX    ,6 to 12,40.813983,-73.920782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,12,0,0.01754386,10,2,9,1,0.98,0.89,0.89,0.84,684,666,22.4,29,4081308,21253.09,High School,0.95,2,0
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",BRONX    ,9 to 13,40.810803,-73.907015,234,57.6,0.471774194,NA,NA,NA,9,59.7,0.018145161,158,62.9,0.318548387,NA,NA,NA,3,NA,0.006048387,NA,NA,NA,100,10,0,0.02016129,NA,NA,NA,NA,0.43,NA,NA,NA,496,409,18,17,3113200,24192.38,High School,0.835,0,0
07X334,International Community High School,BRONX    ,9 to 12,40.81004,-73.917792,12,79.1,0.027522936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,8,0,0.018348624,4,1,2,2,0.94,1,0.9,0.9,436,404,3,26,2568762,22859.31,High School,0.95,1,1
07X427,Community School for Social Justice,BRONX    ,9 to 12,40.815938,-73.930386,2,NA,0.006060606,NA,NA,NA,NA,NA,NA,2,NA,0.006060606,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,6,0,0.018181818,NA,NA,NA,NA,0.92,1,1,1,330,302,4,19,2026237,23854.28,High School,0.924,0,NA
07X473,Mott Haven Village Preparatory High School,BRONX    ,9 to 12,40.81825,-73.91103,178,57.2,0.497206704,6,54,0.016759777,64,43.1,0.17877095,111,56,0.310055866,35,50.3,0.097765363,2,NA,0.005586592,NA,NA,NA,100,6,0,0.016759777,NA,NA,NA,NA,1,0.75,0.5,0.75,358,329,15.8,13,2227126,25379.72,High School,0.93,0,0
07X495,University Heights Secondary School,BRONX    ,9 to 12,40.81825,-73.91103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7,0,0.014256619,NA,NA,NA,NA,1,1,1,1,491,423,4.5,20,2267013,19737.97,High School,0.872,1,3
07X500,Hostos-Lincoln Academy of Science,BRONX    ,6 to 12,40.815498,-73.91224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7,0,0.013779528,NA,NA,NA,NA,0.61,1,1,1,508,434,6,30,3032783,22266.48,High School,0.86,0,1
07X522,Bronx Design and Construction Academy,BRONX    ,9 to 12,40.818232,-73.919867,163,61.9,0.323412698,41,61.1,0.081349206,63,61.1,0.125,153,64.6,0.303571429,48,73.6,0.095238095,16,43.3,0.031746032,5,NA,0.009920635,100,9,0,0.017857143,NA,NA,NA,NA,0.98,0.73,0.8,0.8,504,420,15,30,3723833,27414.2,High School,0.847,1,0
07X527,Bronx Leadership Academy II High School,BRONX    ,9 to 12,40.82231,-73.923829,196,62.3,0.382066277,83,57.1,0.161793372,150,46.1,0.292397661,209,60.3,0.407407407,78,52.3,0.152046784,41,44.7,0.079922027,NA,NA,NA,200,10,0,0.019493177,NA,NA,NA,NA,0.73,0.75,0.58,0.58,513,484,18,22,3121756,24735.08,High School,0.95,0,0
07X547,New Explorers High School,BRONX    ,9 to 12,40.821828,-73.922366,107,55.1,NA,1,NA,NA,30,44.7,NA,33,58.6,NA,1,NA,NA,9,40.9,NA,7,33.3,NA,200,6,0,0.01910828,NA,NA,NA,NA,0.64,0.67,0.83,0.67,NA,NA,NA,NA,NA,NA,High School,NA,0,1
07X548,Urban Assembly School for Careers in Sports,BRONX    ,9 to 12,40.82231,-73.923829,182,60.2,0.353398058,23,60.9,0.044660194,10,60,0.019417476,75,53.4,0.145631068,93,55.2,0.180582524,22,51.5,0.042718447,NA,NA,NA,200,10,0,0.019417476,NA,NA,NA,NA,0.83,0.91,1,0.91,515,457,6,33,3158879,23452.41,High School,0.893,1,NA
07X551,The Urban Assembly Bronx Academy of Letters,BRONX    ,6 to 12,40.813641,-73.925313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,11,0,0.018644068,1,0,1,0,0.9,0.81,0.88,0.88,590,530,17.4,40,4333256,24549.22,High School,0.91,2,0
07X600,Alfred E. Smith Career and Technical Education High School,BRONX    ,9 to 12,40.818232,-73.919867,163,59.3,0.352051836,14,54,0.030237581,18,53.2,0.03887689,143,61.9,0.308855292,107,56,0.231101512,NA,NA,NA,NA,NA,NA,100,8,0,0.017278618,NA,NA,NA,NA,0.43,1,1,1,463,432,7,31,3389054,27336.7,High School,0.933,1,0
07X670,Health Opportunities High School,BRONX    ,9 to 12,40.815938,-73.930386,193,61.6,0.393075356,20,64.3,0.040733198,6,66.5,0.012219959,134,63.8,0.272912424,1,NA,0.00203666,18,55.3,0.036659878,NA,NA,NA,100,8,0,0.016293279,NA,NA,NA,NA,1,0.83,0.83,0.83,491,416,3,27,2910876,22929.47,High School,0.87,2,0
08X269,Bronx Studio School for Writers and Artists,BRONX    ,6 to 12,40.820579,-73.893128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,9,0,0.01399689,NA,NA,NA,NA,0.88,0.92,0.92,0.92,643,545,19,32,4317685,24732.97,High School,0.868,0,0
08X282,Women's Academy of Excellence,BRONX    ,9 to 12,40.814833,-73.85658,111,63,0.395017794,6,74.5,0.021352313,11,66.5,0.039145907,99,62.2,0.352313167,NA,NA,NA,13,69.7,0.046263345,NA,NA,NA,100,6,0,0.021352313,NA,NA,NA,NA,1,0.88,0.88,0.88,281,262,5,17,1654523,24451.17,High School,0.943,0,0
08X293,Renaissance High School for Musical Theater & Technology,BRONX    ,9 to 12,40.840702,-73.838545,169,62.6,NA,22,66.4,NA,118,56.9,NA,130,65.5,NA,78,67.2,NA,2,NA,NA,34,63.3,NA,200,9,0,0.019354839,2,0,1,1,0.91,1,0.78,0.88,NA,NA,NA,NA,NA,NA,High School,0.72,0,1
08X312,Millennium Art Academy,BRONX    ,9 to 12,40.82229,-73.856167,256,56.7,0.592592593,32,55.9,0.074074074,23,61.9,0.053240741,101,63.3,0.233796296,53,60.8,0.122685185,16,61.4,0.037037037,NA,NA,NA,100,7,0,0.016203704,1,1,1,0,0.82,0.88,0.88,0.88,432,315,5.5,28,2939194,27164.81,High School,0.748,0,0
08X320,Pelham Lab High School,BRONX    ,9 to 12,40.840702,-73.838545,138,60.4,0.296137339,37,55.9,0.079399142,40,57.3,0.08583691,137,62.5,0.293991416,70,49.6,0.150214592,7,57.4,0.015021459,5,NA,0.010729614,200,9,0,0.019313305,NA,NA,NA,NA,0.82,1,0.9,1,466,407,18,16,2960456,23158.59,High School,0.884,1,1
08X332,Holcombe L. Rucker School of Community Research,BRONX    ,9 to 12,40.817741,-73.897876,50,58.1,NA,NA,NA,NA,6,56,NA,58,62.1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,100,4,0,0.026845638,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,High School,NA,0,0
08X348,Schuylerville Preparatory High School,BRONX    ,9 to 12,40.840702,-73.838545,157,56.8,0.417553191,55,46.2,0.146276596,79,50.9,0.210106383,132,57.6,0.35106383,113,53.1,0.300531915,12,43.2,0.031914894,NA,NA,NA,200,8,0,0.021276596,NA,NA,NA,NA,0.41,1,1,1,376,286,5,21,2428518,23104.58,High School,0.777,0,0
08X349,Bronx River High School,BRONX    ,9 to 12,40.840702,-73.838545,187,58.1,0.461728395,14,63.1,0.034567901,89,55.2,0.219753086,164,59.8,0.404938272,61,57,0.150617284,17,56.8,0.041975309,NA,NA,NA,200,4,0,0.009876543,1,1,1,0,0.91,0.88,1,1,405,324,13,20,2712620,23197.99,High School,0.825,0,0
08X367,"Archimedes Academy for Math, Science and Technology Applications",BRONX    ,6 to 12,40.814833,-73.85658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,17,0,0.024781341,10,0,0,10,0.95,0.73,0.73,0.8,686,566,14,39,4568233,22582.45,High School,0.838,0,1
08X376,Antonia Pantoja Preparatory Academy: A College Board School,BRONX    ,6 to 12,40.82229,-73.856167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,0,0.024752475,NA,NA,NA,NA,0.92,0.64,0.73,0.64,404,329,2,34,2934442,24662.19,High School,0.832,0,1
08X405,Herbert H. Lehman High School,BRONX    ,9 to 12,40.840702,-73.838545,341,63.4,0.465846995,29,66.2,0.039617486,81,67.4,0.110655738,271,62.6,0.370218579,34,68.5,0.046448087,26,63.7,0.035519126,19,71.4,0.025956284,200,15,0,0.020491803,2,1,1,1,0.9,0.84,0.89,0.95,732,590,18,47,5131877,30441.54,High School,0.818,4,2
08X432,Bronx Bridges High School,BRONX    ,9 to 12,40.82229,-73.856167,191,65.1,0.560117302,11,72.6,0.032258065,68,59.5,0.19941349,219,59.1,0.642228739,48,53.1,0.140762463,NA,NA,NA,NA,NA,NA,100,7,0,0.020527859,NA,NA,NA,NA,0.97,0.91,0.82,0.91,341,272,19,13,2109834,25236.98,High School,0.85,0,NA
08X452,Gotham Collaborative High School,BRONX    ,9 to 12,40.82229,-73.856167,232,55.9,0.419529837,57,51.7,0.103074141,1,NA,0.001808318,205,59.5,0.370705244,80,52.2,0.144665461,NA,NA,NA,5,NA,0.009041591,100,11,0,0.019891501,1,1,1,0,0.93,0.93,0.87,0.73,553,474,16,39,3874840,27245.11,High School,0.877,1,0
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",BRONX    ,9 to 12,40.820486,-73.881187,54,54.8,NA,1,NA,NA,2,NA,NA,29,52.2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,100,4,0,0.027027027,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,High School,NA,0,0
08X530,Longwood Preparatory Academy,BRONX    ,9 to 12,40.817512,-73.898212,106,61.5,0.532663317,NA,NA,NA,24,46.6,0.120603015,93,60.9,0.467336683,27,51.6,0.135678392,7,47.7,0.035175879,NA,NA,NA,100,5,0,0.025125628,NA,NA,NA,NA,1,1,0.86,1,199,175,10,13,2448533,31559.85,High School,0.91,0,0
08X558,Westchester Square Academy,BRONX    ,9 to 12,40.840702,-73.838545,195,59.3,0.320197044,56,65.3,0.091954023,122,52,0.200328407,146,63.1,0.239737274,91,54.5,0.149425287,26,62.9,0.042692939,NA,NA,NA,200,8,0,0.013136289,NA,NA,NA,NA,0.45,NA,NA,NA,609,491,22,15,2979600,21427.62,High School,0.81,1,0
08X559,School for Tourism and Hospitality,BRONX    ,9 to 12,40.821675,-73.903546,134,52.9,0.439344262,3,NA,0.009836066,NA,NA,NA,102,56.2,0.33442623,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,6,0,0.019672131,NA,NA,NA,NA,0.83,0.63,0.75,0.75,305,276,5,22,2233787,24808.27,High School,0.908,0,0
08X561,Bronx Compass High School,BRONX    ,9 to 12,40.82229,-73.856167,251,61.7,0.549234136,36,55.9,0.078774617,NA,NA,NA,132,60.9,0.288840263,14,63,0.030634573,22,57.1,0.048140044,NA,NA,NA,100,10,0,0.021881838,1,1,1,0,0.54,0.6,0.4,0.67,457,344,16,17,2366216,23121.79,High School,0.772,0,NA
09X227,Bronx Collegiate Academy,BRONX    ,9 to 12,40.840422,-73.91091,167,59.1,0.421717172,32,66.2,0.080808081,31,59.8,0.078282828,144,65,0.363636364,38,69.5,0.095959596,9,62.8,0.022727273,NA,NA,NA,100,7,0,0.017676768,NA,NA,NA,NA,0.96,1,1,1,396,338,4,23,2445153,26497.95,High School,0.864,1,NA
09X231,Eagle Academy for Young Men,BRONX    ,9 to 12,40.844958,-73.89705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,11,0,0.021526419,11,1,5,6,0.74,0.78,0.89,1,511,400,12,25,2937680,22710.38,High School,0.796,0,0
09X241,"Urban Assembly School for Applied Math and Science, The",BRONX    ,6 to 12,40.839244,-73.901316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,14,0,0.022727273,NA,NA,NA,NA,0.97,0.85,0.81,0.85,616,576,32,25,3893423,22379.49,High School,0.95,0,1
