"","dbn","School.Name","Borough","gradespan","Latitude","Longitude","Number.Tested","Mean.Scale.Math.Score","%Level1","%Level2","%Level3","%Level4","%Level3&4","Mbps.Bandwidth","Full.Time.Certified.STEM.Teachers","Part.Time.Certified.STEM.Teachers","Ratio.of.Full.Time.Licensed.STEM.Teachers.to.Students","Total.Teacher.Response.Rate","Percent.of.STEMTeachers.That.Agree.With.17a","Percent.of.STEMTeachers.That.Agree.With.17b","Percent.of.STEMTeachers.That.Agree.With.17c","Percent.Poverty","K.12.Enrollment","K.12.FRPL.Count","Classroom.Teachers.w..0.3.Years.Experience","Classroom.Teachers.w..More.than.3.Years.Experience","Classroom.Teachers","Total.School.Funding.per.Pupil","Salary.Per.Classroom.Teacher"
"497","14K126","John Ericsson Middle School (M.S. 126)","BROOKLYN "," 6-8",40.719819,-73.948625,323,589,56.7,29.4,9.6,4.3,13.9,10,7,0,0.0185185185185185,"92%",1,1,1,0.852,378,318,7,29,2984135,28589.42,82892.6388888889
"498","14K132","P.S. 132 The Conselyea School","BROOKLYN","PK-5",40.714772,-73.945663,280,607,11.8,22.5,35.4,30.4,65.7,20,0,0,0,"93%",NA,NA,NA,0.429,651,277,6,39,4005900,20212.51,89020
"499","14K147","P.S. 147 Isaac Remsen","BROOKLYN","PK-5",40.705005,-73.93879,93,597,33.3,19.4,37.6,9.7,47.3,100,0,0,0,"97%",NA,NA,NA,0.731,303,226,2,27,2713878,24462.97,93582
"500","14K157","The Benjamin Franklin Magnet School for Civic Leadership in Health and Science (P.S./I.S. 157)","BROOKLYN "," PK-8",40.695417,-73.959571,274,590,48.2,32.1,14.6,5.1,19.7,50,1,0,0.00208768267223382,"63%",NA,NA,NA,0.873,448,395,6,36,3401629,25913.47,80991.1666666667
"501","14K196","P.S. 196 Ten Eyck","BROOKLYN","PK-5",40.708804,-73.939385,111,594,38.7,27,21.6,12.6,34.2,50,0,0,0,"100%",NA,NA,NA,0.88,295,257,7.2,24,2435751,29818.79,78068.9423076923
"502","14K250","P.S. 250 George H. Lindsay","BROOKLYN","PK-5",40.706708,-73.945659,256,590,46.9,25.4,17.6,10.2,27.7,10,0,0,0,"59%",NA,NA,NA,0.805,453,358,2,33,3282904,24404.07,93797.2571428571
"503","14K257","P.S. 257 John F. Hylan","BROOKLYN","PK-5",40.702759,-73.941345,264,597,26.5,29.2,28.4,15.9,44.3,10,0,0,0,"100%",NA,NA,NA,0.844,576,480,5.7,44,4186673,26318.59,84238.893360161
"504","14K297","P.S. 297 Abraham Stockton","BROOKLYN","PK-5",40.697377,-73.948166,109,592,41.3,32.1,22,4.6,26.6,100,0,0,0,"100%",NA,NA,NA,0.928,205,189,4,15,1574986,32304.8,82894
"505","14K318","Eugenio Maria de Hostos (I.S. 318)","BROOKLYN "," 6-8",40.7025,-73.948869,977,596,41.2,26.9,18,13.8,31.8,100,13,0,0.0104083266613291,"84%",1,1,1,0.668,1249,817,5,79,7831064,21204.89,93226.9523809524
"506","14K319","P.S. 319","BROOKLYN","PK-1",40.709632,-73.953881,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,"92%",NA,NA,NA,0.752,86,68,1,11,1097736,27417.5,91478
"507","14K380","P.S. 380 John Wayne Elementary","BROOKLYN","PK-5",40.70179,-73.953702,249,602,18.5,27.7,31.3,22.5,53.8,100,0,0,0,"98%",NA,NA,NA,0.803,537,432,14,45,4631233,29773.3,78495.4745762712
"508","14K414","Brooklyn Arbor Elementary School","BROOKLYN","PK-5",40.710107,-73.954678,286,601,24.8,21.3,28.7,25.2,53.8,50,0,0,0,"91%",NA,NA,NA,0.628,561,353,10,33,3414415,20743.87,79405
"509","14K577","Middle School 577","BROOKLYN "," 6-8",40.715351,-73.956716,300,605,19,30.7,29,21.3,50.3,50,7,0,0.0139442231075697,"97%",1,1,0.93,0.54,502,265,9,25,3214867,20694.15,94554.9117647059
"510","14K582","Upper Ten Eyck School (M.S. 582)","BROOKLYN "," 6-8",40.708723,-73.940002,215,595,40.5,34,18.6,7,25.6,50,5,0,0.0188679245283019,"100%",1,0.88,0.88,0.838,265,218,5.8,21,2017885,27422.62,75294.2164179104
"511","14K586","Lyons Community School","BROOKLYN "," 6-12",40.709941,-73.943641,138,578,78.3,15.2,6.5,0,6.5,200,16,0,0.032258064516129,"100%",1,1,1,0.919,496,443,8,34,3413234,24607.46,81267.4761904762
"512","14K614","The Young Women's Leadership School of Brooklyn","BROOKLYN "," 6-12",40.705204,-73.939407,136,594,39.7,36.8,22.1,1.5,23.5,100,9,0,0.0221674876847291,"83%",0.91,0.73,0.82,0.8,406,313,5,23,2387361,21028.84,85262.8928571429
"513","15K001","P.S. 001 The Bergen","BROOKLYN","PK-5",40.648959,-74.01142,549,594,32.8,32.6,24.4,10.2,34.6,100,0,0,0,"61%",0.7,0.9,1,0.863,1165,991,32,78,8871029,23661.91,80645.7181818182
"514","15K010","Magnet School of Math, Science and Design Technology","BROOKLYN","K-5",40.660912,-73.985946,365,609,8.8,16.2,38.4,36.7,75.1,100,0,2,0,"73%",0.9,1,1,0.241,933,219,24.2,80.7,9570861,24077.38,91237.95042898
"515","15K015","P.S. 015 Patrick F. Daly Magnet School of the Arts","BROOKLYN","PK-5",40.677085,-74.011864,132,593,30.3,44.7,20.5,4.5,25,100,0,0,0,"93%",NA,NA,NA,0.726,417,324,6.9,40,4310097,29422.01,91899.7228144989
"516","15K024","P.S. 024","BROOKLYN","PK-5",40.652832,-74.004533,287,588,49.8,30,14.3,5.9,20.2,10,0,0,0,"100%",0.86,0.86,0.86,0.95,616,588,17,39,4796469,25502.97,85651.2321428571
"517","15K029","P.S. 029 John M. Harrigan","BROOKLYN","PK-5",40.686843,-73.997447,367,612,9,9.8,33,48.2,81.2,200,0,0,0,"76%",1,0.88,0.88,0.123,891,102,8,51,5145032,18961.36,87203.9322033898
"518","15K032","P.S. 032 Samuel Mills Sprole","BROOKLYN","PK-5",40.680159,-73.991141,226,609,17.3,21.7,18.6,42.5,61.1,100,0,1,0,"90%",1,0.83,0.67,0.45,497,222,17.2,53,5422334,35138.89,77241.2250712251
"519","15K038","P.S. 038 The Pacific","BROOKLYN","PK-5",40.684945,-73.982826,218,609,20.2,17.4,20.6,41.7,62.4,10,0,0,0,"64%",NA,NA,NA,0.519,478,266,12,24,3161105,20182.1,87808.4722222222
"520","15K039","P.S. 039 Henry Bristow","BROOKLYN","K-5",40.668644,-73.982909,180,617,5.6,7.8,25.6,61.1,86.7,10,0,0,0,"52%",NA,NA,NA,0.137,410,49,13.5,15,2008448,18587.95,70471.8596491228
"521","15K051","William Alexander Middle School (M.S. 51)","BROOKLYN "," 6-8",40.672015,-73.983947,829,617,9.2,8.4,22.7,59.7,82.4,20,11,0,0.0096830985915493,"96%",0.9,0.9,0.9,0.293,1136,326,5.5,64,6427590,19195.99,92483.309352518
"522","15K058","P.S. 058 The Carroll","BROOKLYN","PK-5",40.680379,-73.995486,401,612,5.7,16.2,32.7,45.4,78.1,100,0,0,0,"78%",1,1,1,0.11,939,100,13.5,52.4,5170802,18769.1,78464.3702579666
"523","15K088","The Park Slope Educational Complex at (M.S. 88)","BROOKLYN "," 6-8",40.660024,-73.987637,1124,601,29.1,31.2,25.2,14.5,39.7,40,27,0,0.02,"90%",0.97,0.94,0.97,0.813,1350,NA,24.9,81.7,9013363,22136.83,84553.1238273921
"524","15K094","P.S. 094 The Henry Longfellow","BROOKLYN","K-5",40.64373,-74.008795,683,606,23.1,18.2,23.1,35.6,58.7,20,0,0,0,"93%",1,1,1,0.95,1380,NA,37.5,60,7903314,20365.79,81059.6307692308
"525","15K107","P.S. 107 John W. Kimball","BROOKLYN","K-5",40.662945,-73.981181,263,618,1.1,9.9,30.8,58.2,89,10,0,0,0,"81%",1,1,1,0.079,567,43,5.6,32,3287653,19121.19,87437.579787234
"526","15K118","The Maurice Sendak Community School","BROOKLYN","PK-5",40.671145,-73.987602,75,614,0,10.7,40,49.3,89.3,10,0,0,0,"100%",NA,NA,NA,0.14,259,37,9.7,9.3,1247295,18662.41,65647.1052631579
"527","15K124","P.S. 124 Silas B. Dutcher","BROOKLYN","PK-5",40.667464,-73.99062,103,600,29.1,22.3,28.2,20.4,48.5,10,0,0,0,"73%",NA,NA,NA,0.677,297,213,11.5,18,2596444,24292.42,88015.0508474576
"528","15K130","P.S. 130 The Parkside","BROOKLYN","PK-5",40.648924,-73.976053,294,606,10.9,26.9,33.7,28.6,62.2,10,0,0,0,"98%",NA,NA,NA,0.411,760,307,16,44,5364000,22887.13,89400
"529","15K131","P.S. 131 Brooklyn","BROOKLYN","PK-5",40.640728,-73.993247,478,605,16.9,24.5,29.1,29.5,58.6,10,0,0,0,"97%",0.92,0.92,0.92,0.871,964,821,10.4,68,7098554,22389.95,90542.7806122449
"530","15K136","Charles O. Dewey Middle School (I.S. 136)","BROOKLYN "," 6-8",40.651977,-74.006862,450,588,63.1,22.4,10.2,4.2,14.4,100,13,0,0.0268041237113402,"98%",1,1,1,0.95,485,472,6,41,4218888,26625.45,89763.5744680851
"531","15K146","The Brooklyn New School, P.S. 146","BROOKLYN","PK-5",40.679462,-74.002022,9,608,11.1,33.3,22.2,33.3,55.6,200,0,0,0,"86%",NA,NA,NA,0.35,632,199,5.8,44.6,4646571,24929,92193.8690476191
"532","15K154","The Windsor Terrace School","BROOKLYN","K-5",40.657002,-73.975967,234,612,6.4,16.7,28.6,48.3,76.9,100,0,0,0,"81%",1,1,1,0.136,514,66,2.3,33,3109312,21828.76,88082.492917847
"533","15K169","P.S. 169 Sunset Park","BROOKLYN","K-5",40.645825,-74.0017,729,599,27.2,25.9,25.4,21.5,46.9,30,0,0,0,"97%",0.88,0.88,1,0.922,1496,NA,22.5,99.7,9447569,23507.95,77312.348608838
"534","15K172","P.S. 172 Beacon School of Excellence","BROOKLYN","PK-5",40.657682,-74.000191,234,623,0,0,23.5,76.5,100,10,0,0,0,"100%",1,1,1,0.872,553,483,10,42.4,4360751,25183.67,83220.4389312977
"535","15K230","P.S. 230 Doris L. Cohen","BROOKLYN","PK-5",40.645609,-73.980515,534,602,26.2,25.8,20,27.9,47.9,50,0,0,0,"93%",1,1,1,0.723,1096,782,17,69,7649578,22308.4,88948.5813953488
"536","15K261","P.S. 261 Philip Livingston","BROOKLYN","PK-5",40.687218,-73.988667,146,602,19.9,26,30.8,23.3,54.1,100,0,1,0,"100%",NA,NA,NA,0.369,766,286,7.7,47,4821822,20183.64,88150.310786106
"537","15K295","P.S. 295","BROOKLYN","PK-5",40.660805,-73.988743,186,608,9.1,26.9,26.3,37.6,64,20,0,2,0,"87%",0.8,0.6,0.8,0.442,417,185,3.8,37.6,3296350,28860.02,79621.9806763285
"538","15K321","P.S. 321 William Penn","BROOKLYN","K-5",40.671816,-73.978633,461,618,3.5,9.1,29.9,57.5,87.4,20,0,2,0,"74%",1,1,1,0.075,1421,100,9.9,78,7635540,18742.98,86866.2116040956
"539","15K418","P.S. 372 -The Children's School","BROOKLYN","PK-5",40.676198,-73.9855,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,"63%",NA,NA,NA,NA,273,51,3,24,2590137,28285.84,95931
"540","15K442","Carroll Gardens School for Innovation (M.S. 442)","BROOKLYN "," 6-8",40.680445,-73.991949,161,602,24.2,29.2,26.1,20.5,46.6,50,9,0,0.0376569037656904,"85%",1,0.88,0.75,0.494,239,118,13,18,2813951,30742.6,90772.6129032258
"541","15K443","New Voices School of Academic & Creative Arts","BROOKLYN "," 6-8",40.660976,-73.988297,415,611,8.7,22.9,33,35.4,68.4,20,8,0,0.0141093474426808,"73%",1,1,1,0.31,567,172,1,35,3439585,19715.05,95544.0277777778
"542","15K447","The Math & Science Exploratory School","BROOKLYN "," 6-8",40.683559,-73.98027,320,617,3.4,15.6,26.9,54.1,80.9,100,8,0,0.0151515151515152,"94%",0.87,0.93,0.87,0.208,528,106,7,43,4721585,25944.58,94431.7
"543","15K448","Brooklyn Collaborative","BROOKLYN "," 6-12",40.68007,-74.001377,53,588,54.7,30.2,13.2,1.9,15.1,200,14,1,0.0205580029368576,"74%",1,0.94,0.94,0.698,NA,NA,NA,NA,NA,NA,NA
"544","15K464","Park Slope Collegiate","BROOKLYN "," 6-12",40.669629,-73.979287,109,599,27.5,28.4,29.4,14.7,44,40,12,0,0.018348623853211,"65%",1,1,1,0.673,654,437,15,37,4257143,21219.79,81868.1346153846
"545","15K497","Boerum Hill School for International Studies","BROOKLYN "," 6-12",40.685419,-73.993351,305,602,26.9,24.6,27.5,21,48.5,100,12,0,0.0189873417721519,"92%",1,0.93,1,0.581,632,358,25,22,3994753,20076.8,84994.7446808511
"546","15K516","Sunset Park Avenues Elementary School","BROOKLYN","PK-5",40.650793,-74.008106,98,593,34.7,34.7,22.4,8.2,30.6,100,0,0,0,"95%",NA,NA,NA,0.877,373,332,18,20.6,3136181,22123.7,81248.2124352332
"547","15K676","Red Hook Neighborhood School","BROOKLYN","PK-5",40.677914,-74.005151,93,579,68.8,19.4,8.6,3.2,11.8,10,0,0,0,"69%",NA,NA,NA,0.95,178,176,6,11,1399695,27579.86,82335
"548","15K821","Sunset Park Preparatory","BROOKLYN "," 6-8",40.651977,-74.006862,427,600,27.4,35.6,25.5,11.5,37,100,11,0,0.0218253968253968,"98%",1,1,0.88,0.95,504,485,9.2,35,3673600,22372.75,83113.1221719457
"549","15K839","M.S. 839","BROOKLYN "," 6-8",40.64759,-73.973362,131,604,17.6,27.5,36.6,18.3,55,20,5,0,0.0153374233128834,"100%",1,1,1,0.442,326,140,12,15,2104520,22735.58,77945.1851851852
"550","15K896","P.S. 896","BROOKLYN","K",40.643018,-74.004306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","16K005","P.S. 005 Dr. Ronald Mcnair","BROOKLYN","3K-5",40.685241,-73.92197,68,591,41.2,23.5,26.5,8.8,35.3,50,0,0,0,"100%",0.5,0.5,0.5,0.894,184,165,4,15,1678917,31361.04,88364.0526315789
"552","16K021","P.S. 021 Crispus Attucks","BROOKLYN","3K-5",40.68035,-73.926673,252,603,19.8,21.8,31.3,27,58.3,10,0,0,0,"72%",1,1,0.86,0.761,523,387,3,39,4049119,23469.62,96407.5952380952
"553","16K025","P.S. 25 Eubie Blake School","BROOKLYN","PK-5",40.691472,-73.940749,41,608,14.6,14.6,34.1,36.6,70.7,100,0,0,0,"88%",NA,NA,NA,0.95,94,94,1,16,1314954,49902.67,77350.2352941177
"554","16K026","P.S. 026 Jesse Owens","BROOKLYN","3K-5",40.6921,-73.9317,108,603,22.2,20.4,25,32.4,57.4,20,0,0,0,"91%",NA,NA,NA,0.814,208,169,5,17,2514891,34866.72,114313.227272727
"555","16K028","P.S. 028 The Warren Prep Academy","BROOKLYN","PK-5",40.678238,-73.919847,73,596,32.9,28.8,23.3,15.1,38.4,100,0,0,0,"100%",NA,NA,NA,0.948,129,122,4,13,1461540,32355.85,85972.9411764706
"556","16K035","Stephen Decatur Middle School 35","BROOKLYN "," 6-8",40.681896,-73.935963,223,590,51.6,34.1,12.6,1.8,14.3,200,3,0,0.0122448979591837,"100%",1,1,1,0.873,245,209,3,12,1451257,25741.55,96750.4666666667
"557","16K040","P.S. 040 George W. Carver","BROOKLYN","3K-5",40.680239,-73.921099,131,605,19.8,20.6,25.2,34.4,59.5,50,0,0,0,"100%",1,1,1,0.881,283,247,1,23,2365299,25798.42,98554.125
"558","16K057","Ron Brown Academy (M.S. 57)","BROOKLYN "," 6-8",40.691274,-73.933697,143,591,51.7,32.9,11.9,3.5,15.4,100,3,0,0.0150753768844221,"95%",0.8,0.8,0.8,0.945,199,186,4,14,1266407,31928.59,70355.9444444444
