DBN,School Name,School Type.x,Borough,Latitude,Longitude,Math Proficiency,# of Comp Sci Courses,Mbps Bandwidth,PD17a,PD17b,PD17c,Scaled Mean Score,Poverty Percent,FRPL,TSFPP,Average Teacher Salary,PLVL34,Stem Activities Count,School Type.y,Ratio of Full Time Licensed STEM Teachers to Students*
04M224,Manhattan East School for Arts & Academics (M.S. 224),Middle (6-8),MANHATTAN,40.785671,-73.942548,,,100,0,0,0,36.66666667,74.4,125,26459.99,83885.15152,0.354545455,0,Middle (6-8),3:172
04M372,Esperanza Preparatory Academy,Secondary (6-12),MANHATTAN,40.79307,-73.942303,,,100,17,25,17,52,92.7,506,27581.15,77343.46154,0.121794872,0,Secondary (6-12),12:559
04M377,Renaissance School of The Arts,Middle (6-8),MANHATTAN,40.797302,-73.936365,,,50,,,,27.33333333,94.6,137,28424.88,74969.35294,0.292682927,1,Middle (6-8),1:49
04M406,Global Technology Preparatory,Middle (6-8),MANHATTAN,40.801007,-73.939349,,,100,,,,,,,,,,1,Middle (6-8),1:125
04M610,The Young Women's Leadership School,Secondary (6-12),MANHATTAN,40.792741,-73.947428,,,100,0,0,0,30.33333333,81.1,384,19522.81,82461.96875,0.417582418,1,Secondary (6-12),10:481
04M825,Isaac Newton Middle School for Math and Science,Middle (6-8),MANHATTAN,40.793856,-73.934028,,,200,,,,41,91.1,175,25917.5,102667.7059,0.227642276,2,Middle (6-8),1:32
04M964,Central Park East II,K-8,MANHATTAN,40.795146,-73.948368,,,100,0,0,0,25.66666667,43.3,184,23908.44,91289.53039,0.090909091,,K-8,1:448
08X131,The Albert Einstein School (J.H.S. 131),Middle (6-8),BRONX,40.823526,-73.859662,,,100,17,25,8,147,85.7,388,25564.27,93891.10811,0.215419501,0,Middle (6-8),3:230
08X071,Rose E. Scala (P.S. 71),K-8,BRONX,40.845787,-73.829829,,,100,11,0,11,181.6666667,73.5,1201,20872.31,84430.26446,0.475229358,0,K-8,4:823
08X101,The Edward R. Byrne School (M.S. 101),Middle (6-8),BRONX,40.827471,-73.829753,,,100,0,14,0,166.3333333,74.7,392,21428.09,86007.65,0.501002004,0,Middle (6-8),2:263
08X123,The James M. Kieran School (J.H.S. 123),Middle (6-8),BRONX,40.825403,-73.873666,,3,100,0,18,9,104,87.9,310,28934.84,95651.81818,0.163461538,0,Middle (6-8),7:355
08X125,Henry Hudson School (J.H.S. 125),Middle (6-8),BRONX,40.829232,-73.856734,,,100,0,0,20,,,,,,,1,Middle (6-8),6:359
08X301,The Paul L. Dunbar Middle School (M.S. 301),Middle (6-8),BRONX,40.822474,-73.907194,,,100,14,14,0,80.33333333,95,232,28985.37,80053.80952,0.10373444,0,Middle (6-8),4:245
08X302,Luisa Dessus Cruz Middle School (M.S. 302),Middle (6-8),BRONX,40.815429,-73.902139,,,100,0,10,0,157.6666667,94.7,459,25866.44,84832.16,0.21564482,1,Middle (6-8),7:488
08X337,The School for Inquiry and Social Justice,Middle (6-8),BRONX,40.825403,-73.873666,,,100,6,6,6,156,81.1,414,21945.52,75970.85427,0.474358974,0,Middle (6-8),5:518
08X367,"Archimedes Academy for Math, Science and Technology Applications",Secondary (6-12),BRONX,40.814833,-73.85658,,10,100,27,27,20,89.66666667,83.8,566,22582.45,86193.07547,0.17472119,0,Secondary (6-12),17:686
08X371,The Urban Institute of Mathematics,Middle (6-8),BRONX,40.826526,-73.818417,,,100,13,13,13,108.3333333,78.9,270,23852.8,87150.07937,0.264615385,0,Middle (6-8),2:175
08X375,The Bronx Mathematics Preparatory School,Middle (6-8),BRONX,40.814833,-73.85658,,,100,20,10,20,70.66666667,95,238,31635.36,84886.45833,0.132075472,3,Middle (6-8),1:60
08X376,The Antonia Pantoja Preparatory Academy: A College Board School,Secondary (6-12),BRONX,40.82229,-73.856167,,,100,36,27,36,54,83.2,329,24662.19,81512.27778,0.191358025,0,Secondary (6-12),5:202
15K447,The Math & Science Exploratory School,Middle (6-8),BROOKLYN,40.683559,-73.98027,,3,100,13,7,13,106.6666667,20.8,106,25944.58,94431.7,0.809375,2,Middle (6-8),1:66
08X424,The Hunts Point School,Middle (6-8),BRONX,40.815477,-73.88577,,,100,0,0,11,95,95,292,29717.85,72120.27586,0.056140351,0,Middle (6-8),5:309
08X448,Soundview Academy for Culture and Scholarship,Middle (6-8),BRONX,40.823526,-73.859662,,,100,0,10,0,117.6666667,79.7,305,23102.17,78018.27586,0.21529745,0,Middle (6-8),4:385
08X562,Blueprint Middle School,Middle (6-8),BRONX,40.829232,-73.856734,,,100,11,0,0,105.6666667,84.5,282,26290.38,153521.7857,0.277602524,2,Middle (6-8),5:336
15K051,William Alexander Middle School (M.S. 51),Middle (6-8),BROOKLYN,40.672015,-73.983947,,,20,10,10,10,276.3333333,29.3,326,19195.99,92483.30935,0.823884198,0,Middle (6-8),11:1136
15K088,The Park Slope Educational Complex at (M.S. 88),Middle (6-8),BROOKLYN,40.660024,-73.987637,,2,40,3,6,3,374.6666667,81.3,1087,22136.83,85112.02077,0.396797153,3,Middle (6-8),1:50
15K136,Charles O. Dewey Middle School (I.S. 136),Middle (6-8),BROOKLYN,40.651977,-74.006862,,1,100,0,0,0,150,95,472,26625.45,89763.57447,0.144444444,4,Middle (6-8),13:485
15K442,Carroll Gardens School for Innovation (M.S. 442),Middle (6-8),BROOKLYN,40.680445,-73.991949,,3,50,0,13,25,53.66666667,49.4,118,30742.6,90772.6129,0.465838509,2,Middle (6-8),9:239
15K443,New Voices School of Academic & Creative Arts,Middle (6-8),BROOKLYN,40.660976,-73.988297,,,20,0,0,0,138.3333333,31,172,19715.05,95544.02778,0.684337349,0,Middle (6-8),8:567
15K821,Sunset Park Preparatory,Middle (6-8),BROOKLYN,40.651977,-74.006862,,1,100,0,0,13,142.3333333,95,485,22372.75,83113.12217,0.370023419,2,Middle (6-8),11:504
15K839,M.S. 839,Middle (6-8),BROOKLYN,40.64759,-73.973362,,,20,0,0,0,43.66666667,44.2,140,22735.58,77945.18519,0.549618321,0,Middle (6-8),5:326
18K066,P.S. 66,K-8,BROOKLYN,40.64883,-73.907774,,7,10,0,0,0,104,72.7,565,19797.32,84975.4955,0.320512821,0,K-8,2:411
18K068,I.S. 68,Middle (6-8),BROOKLYN,40.635553,-73.91079,,2,10,0,0,0,107.6666667,84.1,279,30417.36,90219.02941,0.170278638,2,Middle (6-8),8:339
18K581,The East Flatbush Community Research School,Middle (6-8),BROOKLYN,40.65843,-73.929076,,,50,,,,39.66666667,93.1,120,28829.84,129637,0.134453782,2,Middle (6-8),2:131
18K211,John Wilson (I.S. 211),Middle (6-8),BROOKLYN,40.643278,-73.896212,,,10,,,,156.3333333,84.1,438,26070.43,85140.02551,0.185501066,1,Middle (6-8),5:522
18K235,The Lenox Academy (P.S. 235),K-8,BROOKLYN,40.645685,-73.8989,,,10,18,18,9,99,72.3,879,19118.37,96862.25237,0.868686869,0,K-8,5:1254
18K285,Meyer Levin (I.S. 285),Middle (6-8),BROOKLYN,40.646877,-73.920977,,,10,0,0,0,197.3333333,79.1,520,22616.04,102073.7597,0.202702703,0,Middle (6-8),11:666
18K366,The Science And Medicine Middle School 366,Middle (6-8),BROOKLYN,40.647323,-73.892022,,,20,8,8,8,124,82.7,325,23760.33,83170.38235,0.182795699,1,Middle (6-8),11:399
18K588,Middle School for Art and Philosophy,Middle (6-8),BROOKLYN,40.658295,-73.920109,,,10,0,0,0,57.66666667,93.8,162,28017.1,85654.47368,0.138728324,0,Middle (6-8),4:177
18K598,Middle School of Marketing and Legal Studies,Middle (6-8),BROOKLYN,40.65843,-73.929076,,6,50,,,,,,,,,,0,Middle (6-8),3:131
18K763,Brooklyn Science and Engineering Academy,Middle (6-8),BROOKLYN,40.648423,-73.925948,,2,50,0,0,0,83,78.2,197,25471.45,87638.04762,0.24497992,1,Middle (6-8),5:257
28Q008,Richard S. Grossley (J.H.S. 8),Middle (6-8),QUEENS,40.69719,-73.787192,,,30,7,7,7,105.3333333,90.6,307,26507.89,89236.625,0.291139241,0,Middle (6-8),7:339
28Q072,Catherine & Count Basie Middle School (M.S. 72),Middle (6-8),QUEENS,40.673769,-73.775951,,,20,,,,112.6666667,82.1,305,28931.36,75994.76923,0.133136095,0,Middle (6-8),3:125
28Q157,Stephen A. Halsey (J.H.S. 157),Middle (6-8),QUEENS,40.732289,-73.853825,,,50,11,7,4,407,55.1,874,18589.87,81617.44412,0.592956593,0,Middle (6-8),6:409
28Q167,MELS - Metropolitan Expeditionary Learning School,Secondary (6-12),QUEENS,40.711367,-73.856698,,,50,16,21,16,95.66666667,72.1,598,20253.58,78826.25,0.365853659,1,Secondary (6-12),15:841
28Q190,Russell Sage Junior High School (J.H.S. 190),Middle (6-8),QUEENS,40.722707,-73.851699,,3,200,23,0,8,224.3333333,44.1,445,18302.19,98356.52542,0.603268945,1,Middle (6-8),16:1055
28Q217,Robert A. Van Wyck (J.H.S. 217),Middle (6-8),QUEENS,40.710024,-73.812508,,3,50,0,0,3,349.6666667,71.3,1140,19924.09,97517.8125,0.326024786,5,Middle (6-8),14:815
28Q284,York Early College Academy,Secondary (6-12),QUEENS,40.69719,-73.787192,,2,30,17,0,0,62.33333333,74.5,462,17455.42,89273.65079,0.502673797,1,Secondary (6-12),9:646
28Q287,The Emerson School,Middle (6-8),QUEENS,40.69719,-73.787192,,,30,0,0,13,105.6666667,86.6,313,23182.98,79912.66667,0.160883281,0,Middle (6-8),6:365
28Q310,Queens Collegiate: A College Board School,Secondary (6-12),QUEENS,40.713218,-73.797237,,,50,13,19,13,78,87.9,578,20398.64,82213.79167,0.35042735,0,Secondary (6-12),14:671
28Q332,Redwood Middle School (I.S. 332),Middle (6-8),QUEENS,40.673769,-73.775951,,3,20,0,0,0,86.66666667,69.6,213,22508.99,68916.13793,0.219230769,1,Middle (6-8),7:309
28Q680,Queens Gateway to Health Sciences Secondary School,Secondary (6-12),QUEENS,40.718831,-73.806499,,3,10,29,29,29,88.33333333,63.2,432,19613.43,97747.39474,0.879245283,1,Secondary (6-12),11:690
28Q896,"The Young Women's Leadership School, Queens",Secondary (6-12),QUEENS,40.707527,-73.806412,,,20,14,14,14,51.33333333,79.2,445,18466.27,91870.30303,0.701298701,0,Secondary (6-12),10:563
30Q235,Academy for New Americans (I.S. 235),Middle (6-8),QUEENS,40.766792,-73.922589,,3,100,0,0,0,45,95,97,30452.48,74465.40984,0.185185185,0,Middle (6-8),4:101
